Order,Family,Genus,Species,Binomial,ActivityCycle,AdultBodyMass,AgeatFirstBirth,DietBreadth,GestationLen,HabitatBreadth,HomeRange,LitterSize,LittersPerYear,MaxLongevity,NeonateBodyMass,PopulationDensity,SexualMaturityAge,Terrestriality,TrophicLevel
Soricomorpha,Soricidae,Crocidura,fumosa,Crocidura fumosa,NA,14.49,NA,NA,NA,NA,NA,3.74,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Soricidae,Crocidura,fuscomurina,Crocidura fuscomurina,both,5.6,NA,3,NA,1,NA,3,NA,NA,0.59,135.52,NA,ground dwelling,omnivore
Soricomorpha,Soricidae,Crocidura,goliath,Crocidura goliath,NA,87.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Soricidae,Crocidura,gracilipes,Crocidura gracilipes,NA,6.69,NA,NA,NA,NA,NA,2.99,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Soricidae,Crocidura,grandiceps,Crocidura grandiceps,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Soricidae,Crocidura,grayi,Crocidura grayi,NA,10.7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,carnivore
Soricomorpha,Soricidae,Crocidura,hildegardeae,Crocidura hildegardeae,NA,10.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,347.22,NA,NA,NA
Soricomorpha,Soricidae,Crocidura,hirta,Crocidura hirta,both,15.8,NA,4,18,1,NA,3.89,NA,NA,1,44.12,NA,ground dwelling,omnivore
Soricomorpha,Soricidae,Crocidura,pasha,Crocidura pasha,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Soricidae,Crocidura,planiceps,Crocidura planiceps,NA,2.5,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Soricidae,Crocidura,poensis,Crocidura poensis,NA,17.05,NA,NA,NA,NA,NA,2.44,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Soricidae,Crocidura,raineyi,Crocidura raineyi,NA,14.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Soricidae,Crocidura,religiosa,Crocidura religiosa,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Soricidae,Crocidura,russula,Crocidura russula,NA,9.89,95.2,2,29,1,0.000165903,4.04,NA,38.4,0.8,8850,66.88,ground dwelling,carnivore
Soricomorpha,Soricidae,Crocidura,silacea,Crocidura silacea,NA,7,NA,1,NA,NA,NA,3.99,NA,NA,NA,NA,NA,NA,carnivore
Soricomorpha,Soricidae,Crocidura,somalica,Crocidura somalica,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Vespertilionidae,Eptesicus,matroka,Eptesicus matroka,NA,6.57,NA,1,NA,NA,NA,1.22,NA,NA,NA,NA,NA,NA,carnivore
Chiroptera,Vespertilionidae,Eptesicus,nasutus,Eptesicus nasutus,NA,7.91,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Eptesicus,nilssonii,Eptesicus nilssonii,NA,10.72,NA,1,NA,1,NA,1.5,1,186,4.52,NA,NA,above ground,carnivore
Chiroptera,Vespertilionidae,Eptesicus,pachyotis,Eptesicus pachyotis,NA,8.1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Perissodactyla,Equidae,Equus,kiang,Equus kiang,NA,281138.63,NA,NA,260.76,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,NA
Perissodactyla,Equidae,Equus,zebra,Equus zebra,diurnal,282462.13,1633.37,2,363.49,1,7.4,1,0.35,288,29496.68,1.32,963.17,ground dwelling,herbivore
Afrosoricida,Chrysochloridae,Eremitalpa,granti,Eremitalpa granti,nocturnal,22.04,NA,3,NA,2,0.03,1.36,NA,24,NA,37.21,NA,ground dwelling,omnivore
Rodentia,Erethizontidae,Erethizon,dorsatum,Erethizon dorsatum,nocturnal,7419.46,NA,6,210.99,2,0.1,1,NA,216,490.59,3.49,772.57,above ground,herbivore
Erinaceomorpha,Erinaceidae,Erinaceus,europaeus,Erinaceus europaeus,both,777.95,349.79,8,36.98,1,0.08,4.64,1.5,168,15.54,123,265.8,ground dwelling,omnivore
Chiroptera,Phyllostomidae,Erophylla,bombifrons,Erophylla bombifrons,NA,16.28,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herbivore
Chiroptera,Phyllostomidae,Erophylla,sezekorni,Erophylla sezekorni,NA,15.87,NA,NA,NA,1,NA,1,NA,NA,0.85,NA,NA,above ground,NA
Primates,Cercopithecidae,Erythrocebus,patas,Erythrocebus patas,diurnal,7966.3,1079.79,4,167.2,NA,28.24,1.01,NA,286.8,621.67,0.26,1246.07,NA,omnivore
Chiroptera,Vespertilionidae,Eptesicus,serotinus,Eptesicus serotinus,NA,23.09,NA,1,65.44,1,NA,1.5,1,72,5.28,NA,NA,above ground,carnivore
Perissodactyla,Equidae,Equus,burchellii,Equus burchellii,NA,279160.65,1277.5,3,371.2,1,127.99,1,NA,480,32274.54,7,709.82,ground dwelling,herbivore
Perissodactyla,Equidae,Equus,grevyi,Equus grevyi,NA,408000.35,1642.5,1,406,1,NA,1,0.5,312,39999.99,2.27,1341.92,ground dwelling,herbivore
Perissodactyla,Equidae,Equus,hemionus,Equus hemionus,NA,235248.07,1277.5,2,346,1,NA,1,NA,465.6,NA,0.69,1184.16,ground dwelling,herbivore
Carnivora,Viverridae,Genetta,cristata,Genetta cristata,nocturnal,1863.23,NA,2,NA,NA,NA,2.5,2,408,NA,NA,NA,NA,carnivore
Carnivora,Viverridae,Genetta,genetta,Genetta genetta,nocturnal,1756.17,NA,6,74.18,1,10.9,2.29,NA,408,77.75,1.88,1262.74,ground dwelling,omnivore
Carnivora,Viverridae,Genetta,johnstoni,Genetta johnstoni,NA,2225,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,NA
Carnivora,Viverridae,Genetta,maculata,Genetta maculata,nocturnal,1950,NA,6,NA,1,NA,2.12,NA,NA,NA,NA,NA,ground dwelling,omnivore
Carnivora,Viverridae,Genetta,piscivora,Genetta piscivora,nocturnal,1648.05,NA,1,NA,2,NA,0.96,NA,NA,NA,NA,NA,ground dwelling,carnivore
Rodentia,Cricetidae,Delomys,dorsalis,Delomys dorsalis,diurnal,67.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,NA
Rodentia,Cricetidae,Delomys,sublineatus,Delomys sublineatus,diurnal,89.99,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,NA
Rodentia,Cricetidae,Deltamys,kempi,Deltamys kempi,NA,26.4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,NA
Scandentia,Tupaiidae,Dendrogale,melanura,Dendrogale melanura,NA,59.99,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Scandentia,Tupaiidae,Dendrogale,murina,Dendrogale murina,NA,49.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyracoidea,Procaviidae,Dendrohyrax,arboreus,Dendrohyrax arboreus,nocturnal,2981.11,NA,3,229.06,1,NA,1.51,NA,147.6,NA,22.67,510.44,above ground,herbivore
Hyracoidea,Procaviidae,Dendrohyrax,dorsalis,Dendrohyrax dorsalis,nocturnal,3174.99,NA,2,236.57,2,NA,1.22,NA,120,200,NA,439.01,above ground,herbivore
Diprotodontia,Macropodidae,Dendrolagus,bennettianus,Dendrolagus bennettianus,NA,10458.82,NA,NA,NA,2,NA,1,NA,240,NA,27.38,NA,above ground,NA
Diprotodontia,Macropodidae,Dendrolagus,dorianus,Dendrolagus dorianus,both,8976.58,NA,3,NA,2,NA,1.01,NA,96,NA,NA,NA,above ground,omnivore
Diprotodontia,Macropodidae,Dendrolagus,goodfellowi,Dendrolagus goodfellowi,both,7948.78,NA,2,37.94,2,NA,1,NA,252,NA,NA,NA,above ground,herbivore
Rodentia,Cricetidae,Bibimys,torresi,Bibimys torresi,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Artiodactyla,Bovidae,Bison,bison,Bison bison,both,624577.07,1095,2,283.17,2,47.39,0.98,1,396,20000,0.28,921.77,ground dwelling,herbivore
Soricomorpha,Soricidae,Blarina,brevicauda,Blarina brevicauda,nocturnal,18.56,64,6,20.58,2,0.003539783,5.39,3,33,0.89,922.93,71.19,ground dwelling,omnivore
Soricomorpha,Soricidae,Blarina,carolinensis,Blarina carolinensis,NA,11.91,NA,2,NA,2,0.00995781,3.95,NA,NA,NA,629.99,NA,ground dwelling,omnivore
Soricomorpha,Soricidae,Blarina,hylophaga,Blarina hylophaga,NA,14.49,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,ground dwelling,NA
Rodentia,Cricetidae,Baiomys,musculus,Baiomys musculus,both,8.99,NA,4,NA,2,NA,2.62,NA,NA,1.66,NA,NA,ground dwelling,herbivore
Rodentia,Cricetidae,Baiomys,taylori,Baiomys taylori,both,7.43,81.5,4,21.99,NA,0.000384598,2.52,10,39.12,1.15,2464.99,68.35,NA,herbivore
Rodentia,Cricetidae,Blarinomys,breviceps,Blarinomys breviceps,NA,36.79,NA,1,NA,2,NA,1.21,NA,NA,NA,NA,NA,ground dwelling,carnivore
Artiodactyla,Cervidae,Blastocerus,dichotomus,Blastocerus dichotomus,both,112518.53,NA,3,272.37,1,NA,0.98,1,NA,4199.99,0.12,NA,ground dwelling,herbivore
Lagomorpha,Leporidae,Brachylagus,idahoensis,Brachylagus idahoensis,both,431.19,NA,2,38.99,2,0.003792025,5.81,2,NA,NA,864.86,252.73,ground dwelling,herbivore
Chiroptera,Phyllostomidae,Brachyphylla,cavernarum,Brachyphylla cavernarum,NA,45.5,NA,3,NA,1,NA,1,1.5,NA,NA,NA,NA,above ground,omnivore
Chiroptera,Phyllostomidae,Brachyphylla,nana,Brachyphylla nana,NA,37.25,NA,NA,NA,1,NA,0.98,NA,NA,13.34,NA,NA,above ground,NA
Rodentia,Nesomyidae,Brachytarsomys,albicauda,Brachytarsomys albicauda,NA,200,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,herbivore
Primates,Atelidae,Brachyteles,arachnoides,Brachyteles arachnoides,diurnal,10537.31,2737.5,5,221.75,1,1.04,1.02,NA,NA,NA,5.49,2876.24,above ground,omnivore
Rodentia,Nesomyidae,Brachyuromys,betsileoensis,Brachyuromys betsileoensis,both,93.58,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,NA
Rodentia,Nesomyidae,Brachyuromys,ramirohitra,Brachyuromys ramirohitra,both,92.31,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,NA
Soricomorpha,Soricidae,Crocidura,olivieri,Crocidura olivieri,NA,34.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.36,NA,NA,NA
Artiodactyla,Bovidae,Cephalophus,dorsalis,Cephalophus dorsalis,nocturnal,20000,760.41,4,238,1,0.27,1,NA,204.96,1611.37,NA,547.46,ground dwelling,omnivore
Artiodactyla,Bovidae,Cephalophus,jentinki,Cephalophus jentinki,nocturnal,68489.54,NA,4,NA,NA,NA,1,NA,210,4581.46,0.1,NA,NA,herbivore
Artiodactyla,Bovidae,Cephalophus,leucogaster,Cephalophus leucogaster,diurnal,13208.69,NA,5,NA,1,NA,1,NA,63.96,NA,NA,NA,ground dwelling,omnivore
Artiodactyla,Bovidae,Cephalophus,natalensis,Cephalophus natalensis,diurnal,12724.51,NA,4,212.97,1,0.06,1,NA,180,954.89,6.92,NA,ground dwelling,herbivore
Rodentia,Erethizontidae,Chaetomys,subspinosus,Chaetomys subspinosus,nocturnal,1299.99,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,herbivore
Cingulata,Dasypodidae,Chaetophractus,nationi,Chaetophractus nationi,NA,2110.04,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,ground dwelling,carnivore
Cingulata,Dasypodidae,Chaetophractus,vellerosus,Chaetophractus vellerosus,both,930.16,NA,5,NA,2,0.02,NA,NA,NA,NA,NA,NA,ground dwelling,omnivore
Cingulata,Dasypodidae,Chaetophractus,villosus,Chaetophractus villosus,NA,4372.8,NA,NA,68.93,2,NA,1.62,NA,240,124.48,NA,280.79,ground dwelling,NA
Chiroptera,Vespertilionidae,Chalinolobus,dwyeri,Chalinolobus dwyeri,NA,8.74,NA,NA,NA,1,NA,1.34,1,NA,NA,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Chalinolobus,gouldii,Chalinolobus gouldii,NA,14.24,NA,1,92.54,1,NA,1.41,1,NA,NA,NA,NA,above ground,carnivore
Chiroptera,Vespertilionidae,Chalinolobus,morio,Chalinolobus morio,NA,8.91,NA,1,NA,1,NA,1.38,1,NA,1.68,NA,NA,above ground,carnivore
Diprotodontia,Macropodidae,Dendrolagus,inustus,Dendrolagus inustus,both,12625,NA,2,NA,2,NA,1.11,NA,240,NA,NA,578.24,above ground,herbivore
Diprotodontia,Macropodidae,Dendrolagus,lumholtzi,Dendrolagus lumholtzi,nocturnal,6649.97,NA,NA,NA,2,0.01,1,NA,NA,NA,116.18,816.35,above ground,NA
Diprotodontia,Macropodidae,Dendrolagus,matschiei,Dendrolagus matschiei,both,8293.4,NA,2,33.95,2,0.23,1.01,NA,286,NA,NA,949.16,above ground,herbivore
Diprotodontia,Macropodidae,Dendrolagus,mbaiso,Dendrolagus mbaiso,NA,9395.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diprotodontia,Macropodidae,Dendrolagus,scottae,Dendrolagus scottae,both,9958.58,NA,2,NA,2,NA,1.01,NA,NA,NA,NA,NA,above ground,herbivore
Diprotodontia,Macropodidae,Dendrolagus,spadix,Dendrolagus spadix,both,8468.2,NA,2,NA,2,NA,1,NA,NA,NA,NA,NA,above ground,herbivore
Diprotodontia,Macropodidae,Dendrolagus,ursinus,Dendrolagus ursinus,both,13249.99,NA,1,NA,2,NA,1.01,NA,242.4,NA,NA,NA,above ground,herbivore
Rodentia,Nesomyidae,Dendromus,lovati,Dendromus lovati,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Nesomyidae,Dendromus,melanotis,Dendromus melanotis,NA,9.1,NA,NA,25,NA,NA,3.97,NA,NA,NA,NA,NA,NA,NA
Rodentia,Nesomyidae,Dendromus,mesomelas,Dendromus mesomelas,nocturnal,10.2,NA,NA,NA,1,NA,3.94,NA,39.6,NA,1753.83,NA,above ground,NA
Rodentia,Nesomyidae,Dendromus,mystacalis,Dendromus mystacalis,NA,8.17,NA,NA,NA,NA,NA,3.45,NA,NA,NA,1036.35,NA,NA,NA
Rodentia,Nesomyidae,Dendromus,nyikae,Dendromus nyikae,NA,15,NA,NA,NA,NA,NA,4.62,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Deomys,ferrugineus,Deomys ferrugineus,NA,57.6,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Dephomys,defua,Dephomys defua,NA,43.05,NA,NA,NA,NA,NA,2.75,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Dephomys,eburneae,Dephomys eburneae,NA,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Talpidae,Desmana,moschata,Desmana moschata,both,427.64,NA,4,46.53,3,0.004907674,3.63,2,NA,NA,NA,NA,ground dwelling,omnivore
Rodentia,Muridae,Desmodilliscus,braueri,Desmodilliscus braueri,NA,10,NA,NA,30.16,NA,NA,2.6,NA,NA,0.9,NA,NA,NA,NA
Rodentia,Muridae,Desmodillus,auricularis,Desmodillus auricularis,NA,54.81,NA,1,27.11,NA,NA,2.62,NA,NA,2.84,1265.76,NA,NA,herbivore
Chiroptera,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,NA,33.16,NA,1,209.35,1,NA,1,1.26,234,6.94,NA,NA,above ground,carnivore
Rodentia,Muridae,Desmomys,harringtoni,Desmomys harringtoni,NA,89.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Phyllostomidae,Diaemus,youngi,Diaemus youngi,NA,36.71,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,carnivore
Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,Dicerorhinus sumatrensis,both,1046156.04,NA,2,310.19,2,11.87,1,NA,420,22849.5,1.05,2784.26,ground dwelling,herbivore
Perissodactyla,Rhinocerotidae,Diceros,bicornis,Diceros bicornis,NA,995940.54,2053.12,2,466.24,1,11.48,1,NA,564,34999.99,0.11,2199.16,ground dwelling,herbivore
Chiroptera,Emballonuridae,Diclidurus,albus,Diclidurus albus,nocturnal,16.56,NA,1,NA,1,NA,1,1,NA,0.51,NA,NA,above ground,carnivore
Chiroptera,Emballonuridae,Diclidurus,ingens,Diclidurus ingens,nocturnal,12.3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Emballonuridae,Diclidurus,isabellus,Diclidurus isabellus,nocturnal,12.61,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Emballonuridae,Diclidurus,scutatus,Diclidurus scutatus,nocturnal,13.62,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Rodentia,Cricetidae,Dicrostonyx,groenlandicus,Dicrostonyx groenlandicus,NA,58.44,61.5,NA,20.84,NA,0.007305693,3.78,2,NA,4.42,518.17,38.61,NA,NA
Rodentia,Cricetidae,Dicrostonyx,hudsonius,Dicrostonyx hudsonius,NA,57,NA,NA,20,NA,NA,3.49,1.5,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Dicrostonyx,torquatus,Dicrostonyx torquatus,NA,78.77,NA,NA,17.08,NA,NA,3.85,2,45.6,3.05,NA,NA,NA,NA
Didelphimorphia,Didelphidae,Didelphis,albiventris,Didelphis albiventris,nocturnal,1030.47,NA,6,12,2,0.004024018,6.9,1.5,20.4,NA,400,315.68,above ground,omnivore
Didelphimorphia,Didelphidae,Didelphis,aurita,Didelphis aurita,nocturnal,1105.88,NA,4,NA,NA,NA,6.11,NA,NA,NA,45.22,192.74,NA,omnivore
Didelphimorphia,Didelphidae,Didelphis,marsupialis,Didelphis marsupialis,nocturnal,1134.75,182.5,3,14,2,0.17,7.09,2,32.4,0.16,70.5,200.88,above ground,omnivore
Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,nocturnal,2442.08,186,4,12.69,2,0.58,8.62,2,60,0.15,18.08,225.55,above ground,omnivore
Rodentia,Cricetidae,Dinaromys,bogdanovi,Dinaromys bogdanovi,NA,56,NA,NA,30.41,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA
Rodentia,Dinomyidae,Dinomys,branickii,Dinomys branickii,nocturnal,12500,NA,4,252.74,2,NA,1.97,NA,112.8,769.43,NA,NA,ground dwelling,herbivore
Chiroptera,Phyllostomidae,Diphylla,ecaudata,Diphylla ecaudata,NA,28.11,NA,1,NA,1,NA,0.99,NA,NA,4.8,NA,NA,above ground,carnivore
Soricomorpha,Soricidae,Diplomesodon,pulchellum,Diplomesodon pulchellum,NA,11,NA,NA,NA,NA,NA,4.99,NA,NA,NA,NA,NA,NA,NA
Rodentia,Echimyidae,Diplomys,caniceps,Diplomys caniceps,nocturnal,394.49,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,herbivore
Rodentia,Echimyidae,Diplomys,labilis,Diplomys labilis,nocturnal,282.17,NA,2,55.72,2,NA,1.18,NA,NA,59.5,NA,NA,above ground,herbivore
Rodentia,Echimyidae,Diplomys,rufodorsalis,Diplomys rufodorsalis,nocturnal,144.8,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,herbivore
Rodentia,Muridae,Dipodillus,campestris,Dipodillus campestris,NA,27.58,NA,NA,NA,NA,NA,4.34,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Dipodillus,dasyurus,Dipodillus dasyurus,NA,27.5,NA,NA,25,NA,NA,3.88,NA,NA,NA,NA,NA,NA,NA
Macroscelidea,Macroscelididae,Elephantulus,intufi,Elephantulus intufi,diurnal,48.9,NA,1,51,2,NA,1.55,NA,105.6,10,NA,251.19,ground dwelling,carnivore
Macroscelidea,Macroscelididae,Elephantulus,myurus,Elephantulus myurus,diurnal,59.51,NA,3,50.66,1,NA,1.84,3,13.2,8.1,NA,39.82,ground dwelling,omnivore
Macroscelidea,Macroscelididae,Elephantulus,revoili,Elephantulus revoili,NA,32.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Macroscelidea,Macroscelididae,Elephantulus,rozeti,Elephantulus rozeti,NA,43.07,NA,NA,75,2,NA,2.13,2,36,NA,NA,NA,ground dwelling,NA
Macroscelidea,Macroscelididae,Elephantulus,rufescens,Elephantulus rufescens,both,52.78,144,5,57,1,0.002648142,1.41,NA,72,10.29,200,61.87,ground dwelling,omnivore
Macroscelidea,Macroscelididae,Elephantulus,rupestris,Elephantulus rupestris,NA,65.56,NA,NA,56,2,NA,1.84,NA,NA,NA,NA,NA,ground dwelling,NA
Proboscidea,Elephantidae,Elephas,maximus,Elephas maximus,both,3269794.34,4745,3,634.49,1,38.36,1.41,NA,960,97000,0.53,4014.43,ground dwelling,herbivore
Rodentia,Cricetidae,Eligmodontia,moreni,Eligmodontia moreni,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Eligmodontia,morgani,Eligmodontia morgani,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Eligmodontia,puerulus,Eligmodontia puerulus,NA,28.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Eligmodontia,typus,Eligmodontia typus,nocturnal,17.37,NA,1,18.38,2,NA,6.24,NA,9.6,1.72,NA,55.55,ground dwelling,herbivore
Rodentia,Gliridae,Eliomys,melanurus,Eliomys melanurus,NA,100.36,NA,4,25,NA,NA,4.99,NA,NA,NA,NA,NA,NA,omnivore
Rodentia,Gliridae,Eliomys,quercinus,Eliomys quercinus,nocturnal,114.61,NA,5,22.97,2,NA,4.99,1,66,NA,147.93,566.36,above ground,omnivore
Rodentia,Nesomyidae,Eliurus,majori,Eliurus majori,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Nesomyidae,Eliurus,minor,Eliurus minor,nocturnal,57.53,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Rodentia,Nesomyidae,Eliurus,myoxinus,Eliurus myoxinus,nocturnal,69.76,NA,3,23.99,2,NA,NA,NA,NA,NA,NA,NA,above ground,omnivore
Rodentia,Nesomyidae,Eliurus,penicillatus,Eliurus penicillatus,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Nesomyidae,Eliurus,tanala,Eliurus tanala,NA,89.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Nesomyidae,Eliurus,webbi,Eliurus webbi,NA,61.13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herbivore
Rodentia,Cricetidae,Ellobius,fuscocapillus,Ellobius fuscocapillus,NA,80,NA,1,NA,NA,NA,3.46,NA,NA,NA,NA,NA,NA,herbivore
Rodentia,Cricetidae,Ellobius,talpinus,Ellobius talpinus,NA,40,152.08,NA,26,1,NA,3.67,4,NA,NA,NA,91.53,ground dwelling,NA
Chiroptera,Emballonuridae,Emballonura,alecto,Emballonura alecto,nocturnal,5.25,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Emballonuridae,Emballonura,atrata,Emballonura atrata,both,4.55,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,carnivore
Chiroptera,Emballonuridae,Emballonura,beccarii,Emballonura beccarii,nocturnal,4.31,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Emballonuridae,Emballonura,monticola,Emballonura monticola,nocturnal,5.35,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,above ground,carnivore
Chiroptera,Emballonuridae,Emballonura,raffrayana,Emballonura raffrayana,nocturnal,5.61,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Emballonuridae,Emballonura,semicaudata,Emballonura semicaudata,nocturnal,6.29,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Phyllostomidae,Enchisthenes,hartii,Enchisthenes hartii,NA,16.99,NA,1,NA,1,NA,0.99,NA,NA,NA,NA,NA,above ground,herbivore
Chiroptera,Vespertilionidae,Hesperoptenus,tickelli,Hesperoptenus tickelli,NA,16.3,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,above ground,NA
Rodentia,Bathyergidae,Heterocephalus,glaber,Heterocephalus glaber,both,39.36,NA,1,70.49,1,0.004215132,11.3,4.5,120,1.86,11100,NA,ground dwelling,herbivore
Hyracoidea,Procaviidae,Heterohyrax,brucei,Heterohyrax brucei,diurnal,2453.66,NA,5,228.12,2,NA,1.89,1,168,225,5751.97,510.44,above ground,herbivore
Rodentia,Heteromyidae,Heteromys,anomalus,Heteromys anomalus,nocturnal,69.06,NA,3,NA,1,NA,2.83,NA,NA,3.29,252.07,NA,ground dwelling,omnivore
Rodentia,Heteromyidae,Heteromys,australis,Heteromys australis,nocturnal,267.49,NA,2,NA,1,NA,2.75,NA,NA,NA,NA,NA,ground dwelling,herbivore
Rodentia,Heteromyidae,Heteromys,desmarestianus,Heteromys desmarestianus,nocturnal,74,NA,2,27.86,1,0.001025001,3.06,3.25,NA,3,656.45,237.85,ground dwelling,herbivore
Rodentia,Chinchillidae,Lagostomus,maximus,Lagostomus maximus,both,4660.94,365,4,155.73,2,0.01,1.93,1.25,112.8,196,NA,287.76,ground dwelling,herbivore
Diprotodontia,Macropodidae,Lagostrophus,fasciatus,Lagostrophus fasciatus,nocturnal,1933.48,NA,4,NA,1,NA,0.9,NA,48,NA,87.99,391.96,ground dwelling,herbivore
Primates,Atelidae,Lagothrix,lagotricha,Lagothrix lagotricha,diurnal,6263.69,2766.7,4,223.99,1,2.82,1.01,NA,360,437.09,10.72,1729.33,above ground,omnivore
Rodentia,Cricetidae,Lagurus,lagurus,Lagurus lagurus,NA,20.6,54.5,NA,20.24,NA,NA,4,5.25,NA,1.25,NA,41.82,NA,NA
Artiodactyla,Bovidae,Eudorcas,thomsonii,Eudorcas thomsonii,both,22907.43,552.51,2,166.14,1,NA,1,NA,182.04,2500,12.53,418.38,ground dwelling,herbivore
Primates,Lemuridae,Eulemur,albocollaris,Eulemur albocollaris,NA,2397.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Primates,Lemuridae,Eulemur,coronatus,Eulemur coronatus,both,1699.85,NA,4,124.04,2,0.05,1.53,NA,220.8,57.81,101.98,701.52,above ground,omnivore
Primates,Lemuridae,Eulemur,fulvus,Eulemur fulvus,both,2376.99,970.9,3,120.83,1,0.05,1.1,NA,444,74.99,221,791.75,above ground,herbivore
